"Groupe";"CD_REF";"LB_NOM";"NOM_COMPLET";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_N";"LRN_N_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det"
"Coléoptères";251426;"Carabus auronitens montanus";"Carabus auronitens montanus Géhin, 1882";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251427;"Carabus auronitens punctatoauratus";"Carabus auronitens punctatoauratus Germar, 1823";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223019;"Carabus baudii";"Carabus baudii Kraatz, 1878";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251394;"Carabus baudii baudii";"Carabus baudii baudii Kraatz, 1878";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251395;"Carabus baudii pelvicus";"Carabus baudii pelvicus Cavazzuti, 1973";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251396;"Carabus baudii stecki";"Carabus baudii stecki Born, 1902";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251383;"Carabus cancellatus cancellatus";"Carabus cancellatus cancellatus Illiger, 1798";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251384;"Carabus cancellatus carinatus";"Carabus cancellatus carinatus Charpentier, 1825";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795353;"Carabus cancellatus dolens";"Carabus cancellatus dolens Kraatz, 1879";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223014;"Carabus clatratus";"Carabus clatratus Linnaeus, 1761";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251370;"Carabus clatratus clatratus";"Carabus clatratus clatratus Linnaeus, 1761";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";903069;"Carabus clatratus stygius";"Carabus clatratus stygius Ganglbauer, 1890";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8408;"Carabus concolor";"Carabus concolor Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795345;"Carabus concolor alpinus";"Carabus concolor alpinus Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251408;"Carabus convexus convexus";"Carabus convexus convexus Fabricius, 1775";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251435;"Carabus coriaceus coriaceus";"Carabus coriaceus coriaceus Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223016;"Carabus cristoforii";"Carabus cristoforii Spence, 1833";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223029;"Carabus depressus";"Carabus depressus Bonelli, 1810";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251411;"Carabus depressus depressus";"Carabus depressus depressus Bonelli, 1810";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251412;"Carabus depressus lucens";"Carabus depressus lucens Schaum, 1856";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223020;"Carabus fairmairei";"Carabus fairmairei C.G. Thomson, 1875";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251397;"Carabus fairmairei fairmairei";"Carabus fairmairei fairmairei C.G. Thomson, 1875";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251398;"Carabus fairmairei iseranicus";"Carabus fairmairei iseranicus Deuve & Simard, 1977";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223026;"Carabus genei";"Carabus genei Gené, 1839";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795255;"Carabus germari";"Carabus germari Sturm, 1815";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251414;"Carabus germari fiorii";"Carabus germari fiorii Born, 1901";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795327;"Carabus germari pedemontanensis";"Carabus germari pedemontanensis Breuning, 1932";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223024;"Carabus glabratus";"Carabus glabratus Paykull, 1790";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251407;"Carabus glabratus glabratus";"Carabus glabratus glabratus Paykull, 1790";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251376;"Carabus granulatus granulatus";"Carabus granulatus granulatus Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";277733;"Carabus granulatus interstitialis";"Carabus granulatus interstitialis Duftschmid, 1812";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223025;"Carabus hortensis";"Carabus hortensis Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795308;"Carabus intricatus intricatus";"Carabus intricatus intricatus Linnaeus, 1761";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223030;"Carabus irregularis";"Carabus irregularis Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251413;"Carabus irregularis irregularis";"Carabus irregularis irregularis Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8463;"Carabus lineatus";"Carabus lineatus Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";903053;"Carabus lineatus lineatus";"Carabus lineatus lineatus Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";277785;"Carabus lusitanicus";"Carabus lusitanicus Fabricius, 1801";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";792351;"Carabus lusitanicus brabeus";"Carabus lusitanicus brabeus Schaufuss, 1862";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8433;"Carabus macrocephalus";"Carabus macrocephalus Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223027;"Carabus melancholicus";"Carabus melancholicus Fabricius, 1798";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251410;"Carabus melancholicus costatus";"Carabus melancholicus costatus Germar, 1823";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8389;"Carabus monilis alticola";"Carabus monilis alticola Bellier, 1880";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795337;"Carabus monilis amoenus";"Carabus monilis amoenus Baudet-Lafarge, 1836";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795338;"Carabus monilis dupeuxi";"Carabus monilis dupeuxi Deuve, 1974";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795339;"Carabus monilis gracilis";"Carabus monilis gracilis Küster, 1846";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795340;"Carabus monilis meridionalis";"Carabus monilis meridionalis Born, 1905";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251372;"Carabus monilis monilis";"Carabus monilis monilis Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795341;"Carabus monilis montichares";"Carabus monilis montichares (Hansen & Gaskowiak, 1973)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795342;"Carabus monilis norensis";"Carabus monilis norensis Pham, 1977";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795343;"Carabus monilis schartowii";"Carabus monilis schartowii Heer, 1837";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251374;"Carabus monilis subpyrenaeus";"Carabus monilis subpyrenaeus Barthe, 1923";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";979980;"Carabus monilis tanarguensis";"Carabus monilis tanarguensis Maguerre & Stefani, 2021";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";1027789;"Carabus monilis tarrierianus";"Carabus monilis tarrierianus Deuve, 2020";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795344;"Carabus monilis vincentianus";"Carabus monilis vincentianus Devecis, 1991";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8403;"Carabus monticola";"Carabus monticola Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795301;"Carabus monticola liguricus";"Carabus monticola liguricus (Born, 1898)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795302;"Carabus monticola monticola";"Carabus monticola monticola Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8406;"Carabus morbillosus";"Carabus morbillosus Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251433;"Carabus morbillosus constantinus";"Carabus morbillosus constantinus Lapouge, 1899";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";277941;"Carabus morbillosus macilentus";"Carabus morbillosus macilentus Lapouge, 1899";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8407;"Carabus morbillosus morbillosus";"Carabus morbillosus morbillosus Fabricius, 1792";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251386;"Carabus nemoralis nemoralis";"Carabus nemoralis nemoralis O.F. Müller, 1764";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251387;"Carabus nemoralis prasinotinctus";"Carabus nemoralis prasinotinctus Heyden, 1880";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8421;"Carabus nitens";"Carabus nitens Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223022;"Carabus pedemontanus";"Carabus pedemontanus Ganglbauer, 1891";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251399;"Carabus pedemontanus bisioi";"Carabus pedemontanus bisioi Cavazzuti & Meli, 1999";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251400;"Carabus pedemontanus germanae";"Carabus pedemontanus germanae Casale & Cavazzuti, 1976";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251401;"Carabus pedemontanus maurinensis";"Carabus pedemontanus maurinensis Deuve, 2002";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251402;"Carabus pedemontanus omensis";"Carabus pedemontanus omensis Born, 1901";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251403;"Carabus pedemontanus pedemontanus";"Carabus pedemontanus pedemontanus Ganglbauer, 1891";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251404;"Carabus pedemontanus raynaudianus";"Carabus pedemontanus raynaudianus Deuve & Simard, 1977";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795346;"Carabus pedemontanus tendanus";"Carabus pedemontanus tendanus Born, 1898";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251405;"Carabus pedemontanus vesubianus";"Carabus pedemontanus vesubianus Deuve, 2002";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795328;"Carabus problematicus andorranus";"Carabus problematicus andorranus Lapouge, 1909";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795329;"Carabus problematicus arvernus";"Carabus problematicus arvernus Lapouge, 1902";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795330;"Carabus problematicus dellabeffae";"Carabus problematicus dellabeffae Breuning, 1932";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251391;"Carabus problematicus inflatus";"Carabus problematicus inflatus Kraatz, 1878";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795331;"Carabus problematicus iserensis";"Carabus problematicus iserensis Breuning, 1932";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795332;"Carabus problematicus laurentianus";"Carabus problematicus laurentianus Forel & Leplat, 1995";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795333;"Carabus problematicus occitanus";"Carabus problematicus occitanus Lapouge, 1910";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251392;"Carabus problematicus planiusculus";"Carabus problematicus planiusculus Haury in Géhin, 1885";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251393;"Carabus problematicus problematicus";"Carabus problematicus problematicus Herbst, 1786";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795334;"Carabus problematicus prunieri";"Carabus problematicus prunieri Pham, 1978";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795335;"Carabus problematicus solidus";"Carabus problematicus solidus Lapouge, 1899";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795336;"Carabus problematicus solutus";"Carabus problematicus solutus Oberthür, 1885";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223018;"Carabus pseudomonticola";"Carabus pseudomonticola Vacher de Lapouge, 1908";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795306;"Carabus pseudomonticola pseudomonticola";"Carabus pseudomonticola pseudomonticola Vacher de Lapouge, 1908";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795307;"Carabus pseudomonticola sorredensis";"Carabus pseudomonticola sorredensis F. Reymond & A. Reymond, 1935";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223032;"Carabus pyrenaeus";"Carabus pyrenaeus Audinet-Serville, 1821";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251418;"Carabus pyrenaeus costulus";"Carabus pyrenaeus costulus Géhin, 1885";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251420;"Carabus pyrenaeus pyrenaeus";"Carabus pyrenaeus pyrenaeus Audinet-Serville, 1821";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223033;"Carabus rugosus";"Carabus rugosus Fabricius, 1775";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251434;"Carabus rugosus boeticus";"Carabus rugosus boeticus Deyrolle, 1852";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251429;"Carabus rutilans rutilans";"Carabus rutilans rutilans Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251430;"Carabus solieri bonadonai";"Carabus solieri bonadonai Colas, 1948";NA;"Insecta";"Coleoptera";"Carabidae";"NI3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251431;"Carabus solieri bonnetianus";"Carabus solieri bonnetianus Colas, 1937";NA;"Insecta";"Coleoptera";"Carabidae";"NI3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8476;"Carabus solieri clairi";"Carabus solieri clairi Géhin, 1885";NA;"Insecta";"Coleoptera";"Carabidae";"NI3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8482;"Carabus solieri solieri";"Carabus solieri solieri Dejean, 1826";NA;"Insecta";"Coleoptera";"Carabidae";"NI3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223023;"Carabus sylvestris";"Carabus sylvestris Panzer, 1793";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795347;"Carabus sylvestris guyicolasi";"Carabus sylvestris guyicolasi Deuve & Simard, 1976";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8469;"Carabus vagans";"Carabus vagans Olivier, 1795";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795354;"Carabus vagans matheyi";"Carabus vagans matheyi Born, 1917";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795355;"Carabus vagans vagans";"Carabus vagans vagans Olivier, 1795";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251415;"Carabus violaceus mixtus";"Carabus violaceus mixtus Géhin, 1878";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251416;"Carabus violaceus picenus";"Carabus violaceus picenus A. Villa & G.B. Villa, 1838";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";277926;"Carabus violaceus violaceus";"Carabus violaceus violaceus Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223034;"Cychrus angulicollis";"Cychrus angulicollis Sella, 1874";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8346;"Cychrus angustatus";"Cychrus angustatus Hoppe & Hornschuch, 1825";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251436;"Cychrus attenuatus attenuatus";"Cychrus attenuatus attenuatus (Fabricius, 1792)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251437;"Cychrus caraboides caraboides";"Cychrus caraboides caraboides (Linnaeus, 1758)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8349;"Cychrus dufouri";"Cychrus dufouri Chaudoir, 1869";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223035;"Cychrus grajus";"Cychrus grajus K. Daniel & J. Daniel, 1898";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";8350;"Cychrus italicus";"Cychrus italicus Bonelli, 1810";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251449;"Calomera littoralis littoralis";"Calomera littoralis littoralis (Fabricius, 1787)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251450;"Calomera littoralis nemoralis";"Calomera littoralis nemoralis (Olivier, 1791)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";795365;"Calomera littoralis quadripunctata";"Calomera littoralis quadripunctata (Rossi, 1790)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";223041;"Cephalota circumdata";"Cephalota circumdata (Dejean in Latreille & Dejean, 1822)";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251451;"Cicindela campestris campestris";"Cicindela campestris campestris Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251452;"Cicindela campestris nigrita";"Cicindela campestris nigrita Dejean, 1825";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coléoptères";251453;"Cicindela hybrida hybrida";"Cicindela hybrida hybrida Linnaeus, 1758";NA;"Insecta";"Coleoptera";"Carabidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
