"REGION";"CD_REF";"PR";"PR_det";"LRR";"LRR_det";"LRR_N";"LRR_N_det";"LRR_H";"LRR_H_det";"LRR_P";"LRR_P_det";"ZNIEFF";"ZNIEFF_det"
"Provence-Alpes-Côte-d'Azur";"54451";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"54468";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"54472";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"54475";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"54496";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"54501";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"54502";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"54711";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"54845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"54849";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60106";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60123";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60276";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60295";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60330";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60337";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60345";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60418";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60427";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60439";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60457";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60537";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60577";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60612";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60630";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60785";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60858";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60861";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60878";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60918";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60927";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"60949";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"61098";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"61212";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"61435";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"61494";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"61841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62135";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62151";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62501";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62503";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"62571";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64158";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64357";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64365";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64404";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64443";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64754";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"64858";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65076";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65080";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65095";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65101";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65109";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65115";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65131";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65133";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65136";NA;NA;"VU";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65141";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65145";NA;NA;"EN";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65151";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65155";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65165";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65179";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65182";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65184";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65192";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65199";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65202";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65205";NA;NA;"VU";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65208";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65214";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65219";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65225";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65227";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65231";NA;NA;"NT";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65234";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65249";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65254";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65262";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65265";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65271";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65278";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65282";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65284";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65290";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65300";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65308";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65312";NA;NA;"NT";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65318";NA;NA;"VU";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65322";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65327";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65335";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65339";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65344";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65348";NA;NA;"NT";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65352";NA;NA;"CR";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65376";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65381";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65391";NA;NA;"VU";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65393";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65395";NA;NA;"NT";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65397";NA;NA;"CR";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65412";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65415";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65425";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65440";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65446";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65451";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65456";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65467";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65473";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65477";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65487";NA;NA;"NT";"pr. B2b (iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65496";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65564";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65613";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65614";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65618";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65625";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65628";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65630";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65635";NA;NA;"NT";"pr. B1,B2a";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65636";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65637";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65639";NA;NA;"EN";"B2ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65641";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65657";NA;NA;"VU";"B1,B2ab (ii,iii,iv,v)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65659";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65677";NA;NA;"NT";"pr. B2a";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65680";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65687";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65688";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65697";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65702";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65704";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65705";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65708";NA;NA;"NT";"pr. B1,B2b (i,ii,iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65710";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65718";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65719";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65728";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65735";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65737";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65739";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65740";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65743";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65748";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65750";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65752";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65754";NA;NA;"CR";"B1,B2ab (i,ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65759";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65765";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65771";NA;NA;"EN";"B2ab(i,ii,iii,iv)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65774";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65851";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65869";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65875";NA;NA;"CR";"B1,B2ab (i,ii,iii,iv)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65877";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65878";NA;NA;"EN";"B2ab(i,ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65882";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65889";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65891";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65894";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65898";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65899";NA;NA;"NT";"pr. B2b (ii,iii,iv)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65909";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65910";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65918";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65923";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65928";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65932";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65934";NA;NA;"NT";"pr. B2b (ii,iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65935";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65938";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65939";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65944";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65947";NA;NA;"EN";"B2ab(ii,iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65950";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65951";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65952";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65955";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65960";NA;NA;"NT";"pr. B2b (ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"65968";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"65970";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66026";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66028";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66029";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66030";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66032";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66035";NA;NA;"NT";"pr. B2b (iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66039";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66052";NA;NA;"CR";"B1, B2ab (i,ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"66057";NA;NA;"NT";"pr. B2b (iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66067";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66075";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66080";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66082";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66085";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66086";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66087";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66088";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66090";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66095";NA;NA;"EN";"B2ab (ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Provence-Alpes-Côte-d'Azur";"66099";NA;NA;"VU";"B2ab (ii,iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66100";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66101";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66102";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66103";NA;NA;"CR";"B1,B2ab (i,ii,iv)";NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66106";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66107";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66111";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66114";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Provence-Alpes-Côte-d'Azur";"66116";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
